date,nav
04-08-2006,23.53000
03-08-2006,23.64000
02-08-2006,23.50000
01-08-2006,23.24000
31-07-2006,23.28000
28-07-2006,23.15000
27-07-2006,23.14000
26-07-2006,22.91000
25-07-2006,22.50000
24-07-2006,22.15000
21-07-2006,22.12000
20-07-2006,22.64000
19-07-2006,22.10000
18-07-2006,22.48000
17-07-2006,22.68000
14-07-2006,23.43000
13-07-2006,23.74000
12-07-2006,23.84000
11-07-2006,23.48000
10-07-2006,23.52000
07-07-2006,23.24000
06-07-2006,23.79000
05-07-2006,23.99000
04-07-2006,23.60000
03-07-2006,23.66000
30-06-2006,23.51000
29-06-2006,22.60000
28-06-2006,22.40000
27-06-2006,22.53000
26-06-2006,22.39000
23-06-2006,23.16000
22-06-2006,23.05000
21-06-2006,22.59000
20-06-2006,22.18000
19-06-2006,22.50000
16-06-2006,22.31000
15-06-2006,21.69000
14-06-2006,20.42000
13-06-2006,20.79000
12-06-2006,21.87000
09-06-2006,22.42000
08-06-2006,21.07000
07-06-2006,22.35000
06-06-2006,23.43000
05-06-2006,24.01000
02-06-2006,24.50000
01-06-2006,23.94000
31-05-2006,24.63000
30-05-2006,25.35000
29-05-2006,25.55000
26-05-2006,25.30000
25-05-2006,24.86000
24-05-2006,24.77000
23-05-2006,25.19000
22-05-2006,24.40000
19-05-2006,25.56000
18-05-2006,26.76000
17-05-2006,28.67000
16-05-2006,27.89000
15-05-2006,27.85000
12-05-2006,29.03000
11-05-2006,29.36000
10-05-2006,29.63000
09-05-2006,29.44000
08-05-2006,29.24000
05-05-2006,29.21000
04-05-2006,29.13000
03-05-2006,28.95000
02-05-2006,28.81000
28-04-2006,27.90000
27-04-2006,27.85000
26-04-2006,27.96000
25-04-2006,27.46000
24-04-2006,28.00000
21-04-2006,27.99000
20-04-2006,27.91000
19-04-2006,27.66000
18-04-2006,27.59000
17-04-2006,26.97000
13-04-2006,26.57000
12-04-2006,27.14000
10-04-2006,27.79000
07-04-2006,27.58000
05-04-2006,27.89000
04-04-2006,27.38000
03-04-2006,27.18000
