date,nav
20-09-2024,106.47750
19-09-2024,105.36820
18-09-2024,105.87050
17-09-2024,106.20550
16-09-2024,106.24840
13-09-2024,106.60590
12-09-2024,106.40720
11-09-2024,105.20040
10-09-2024,105.40160
09-09-2024,104.17060
06-09-2024,104.32370
05-09-2024,104.89370
04-09-2024,104.34770
03-09-2024,104.06460
02-09-2024,103.71060
30-08-2024,103.69050
29-08-2024,103.26520
28-08-2024,103.52280
27-08-2024,103.98350
26-08-2024,103.53920
23-08-2024,102.96320
22-08-2024,103.14540
21-08-2024,102.40690
20-08-2024,101.55660
19-08-2024,101.13170
16-08-2024,100.37230
14-08-2024,99.11170
13-08-2024,99.48370
12-08-2024,101.32810
09-08-2024,100.87880
08-08-2024,100.08930
07-08-2024,100.78430
06-08-2024,99.13860
05-08-2024,99.38330
02-08-2024,102.70070
01-08-2024,103.29280
31-07-2024,103.70100
30-07-2024,103.13990
29-07-2024,102.80600
26-07-2024,102.67490
25-07-2024,101.30320
24-07-2024,101.21720
23-07-2024,100.28880
22-07-2024,100.09210
19-07-2024,99.57560
18-07-2024,101.58470
16-07-2024,101.54820
15-07-2024,101.66800
12-07-2024,101.13950
11-07-2024,100.89310
10-07-2024,100.41780
09-07-2024,101.22090
08-07-2024,101.10150
05-07-2024,101.42590
04-07-2024,101.17310
03-07-2024,101.19840
02-07-2024,100.44390
01-07-2024,100.45550
28-06-2024,99.13830
27-06-2024,99.39090
26-06-2024,99.58760
25-06-2024,99.20510
24-06-2024,98.56900
21-06-2024,98.50960
20-06-2024,98.59320
19-06-2024,97.75700
18-06-2024,97.61450
14-06-2024,96.97930
13-06-2024,96.42840
12-06-2024,95.98400
11-06-2024,95.50860
10-06-2024,95.21340
07-06-2024,94.81060
06-06-2024,93.20630
05-06-2024,91.57150
04-06-2024,87.82400
03-06-2024,92.10860
31-05-2024,90.63840
30-05-2024,90.48390
29-05-2024,91.37150
28-05-2024,91.84670
27-05-2024,92.06050
24-05-2024,91.40150
23-05-2024,91.54620
22-05-2024,91.09030
21-05-2024,91.08190
17-05-2024,90.67120
16-05-2024,89.94250
15-05-2024,88.96450
14-05-2024,88.75030
13-05-2024,88.10060
10-05-2024,87.86460
09-05-2024,87.27800
08-05-2024,88.51340
07-05-2024,88.53850
06-05-2024,88.83630
03-05-2024,88.97760
02-05-2024,89.02510
30-04-2024,89.24610
29-04-2024,89.04870
26-04-2024,88.41880
25-04-2024,88.49770
24-04-2024,88.37460
23-04-2024,88.06750
22-04-2024,87.72650
19-04-2024,86.79130
18-04-2024,86.54530
16-04-2024,86.98760
15-04-2024,86.92630
12-04-2024,87.91890
10-04-2024,88.77590
09-04-2024,88.22540
08-04-2024,88.48190
05-04-2024,88.21950
04-04-2024,87.78330
03-04-2024,87.61850
02-04-2024,87.51210
01-04-2024,87.01990
31-03-2024,85.80270
28-03-2024,85.81690
27-03-2024,85.09710
26-03-2024,84.73100
22-03-2024,84.79980
21-03-2024,84.43230
20-03-2024,83.32240
19-03-2024,83.25380
18-03-2024,84.05860
15-03-2024,83.85340
14-03-2024,83.98690
13-03-2024,82.92140
12-03-2024,84.95320
11-03-2024,85.68940
07-03-2024,86.49940
06-03-2024,86.17340
05-03-2024,86.41690
04-03-2024,86.38060
01-03-2024,86.17720
29-02-2024,85.41850
28-02-2024,85.09530
27-02-2024,86.15450
26-02-2024,86.27340
23-02-2024,86.47570
22-02-2024,86.45800
21-02-2024,86.06280
20-02-2024,86.37530
19-02-2024,86.24520
16-02-2024,85.90940
15-02-2024,85.56640
14-02-2024,85.00640
13-02-2024,84.39290
12-02-2024,84.00160
09-02-2024,85.36740
08-02-2024,85.11990
07-02-2024,85.80310
06-02-2024,85.04230
05-02-2024,84.34310
02-02-2024,84.84060
01-02-2024,84.83650
31-01-2024,84.87770
30-01-2024,83.47230
29-01-2024,83.85730
25-01-2024,83.03690
24-01-2024,83.44940
23-01-2024,82.72640
19-01-2024,84.59560
18-01-2024,83.91420
17-01-2024,83.81910
16-01-2024,85.24880
15-01-2024,85.67640
12-01-2024,85.19940
11-01-2024,84.80100
10-01-2024,84.67300
09-01-2024,84.40010
08-01-2024,84.57850
05-01-2024,85.47020
04-01-2024,85.33110
03-01-2024,84.68090
02-01-2024,84.83740
01-01-2024,84.90690
29-12-2023,84.55880
28-12-2023,83.83260
27-12-2023,83.40680
26-12-2023,82.95790
22-12-2023,82.87070
21-12-2023,82.53050
20-12-2023,81.96080
19-12-2023,83.72240
18-12-2023,83.71950
15-12-2023,83.57700
14-12-2023,83.06550
13-12-2023,82.23880
12-12-2023,82.00170
11-12-2023,82.41910
08-12-2023,82.13430
07-12-2023,82.12140
06-12-2023,82.07820
05-12-2023,81.83780
04-12-2023,81.35200
01-12-2023,80.06850
30-11-2023,79.61750
29-11-2023,79.19960
28-11-2023,78.61640
24-11-2023,78.43500
23-11-2023,78.48000
22-11-2023,78.11230
21-11-2023,78.31610
20-11-2023,78.11230
17-11-2023,78.05230
16-11-2023,78.40480
15-11-2023,78.23440
13-11-2023,77.40010
10-11-2023,77.21230
09-11-2023,77.16290
08-11-2023,77.11380
07-11-2023,76.91590
06-11-2023,76.77250
03-11-2023,76.13740
02-11-2023,75.71580
01-11-2023,75.15360
31-10-2023,75.38100
30-10-2023,75.35070
27-10-2023,75.21500
26-10-2023,74.39380
25-10-2023,75.10290
23-10-2023,75.68760
20-10-2023,77.24790
19-10-2023,77.83590
18-10-2023,78.01030
17-10-2023,78.72270
16-10-2023,78.39140
13-10-2023,78.27820
12-10-2023,78.47120
11-10-2023,78.26060
10-10-2023,77.87630
09-10-2023,77.00830
06-10-2023,77.88300
05-10-2023,77.51030
04-10-2023,77.01100
03-10-2023,77.64210
29-09-2023,77.56020
27-09-2023,77.48600
26-09-2023,77.18200
25-09-2023,77.20850
22-09-2023,77.10850
21-09-2023,77.17430
20-09-2023,77.93890
18-09-2023,78.67930
15-09-2023,78.82320
14-09-2023,78.71620
13-09-2023,78.30470
12-09-2023,78.05590
11-09-2023,79.00270
08-09-2023,78.42340
07-09-2023,78.00730
06-09-2023,77.74210
05-09-2023,77.80190
04-09-2023,77.63790
01-09-2023,77.21290
31-08-2023,76.67430
30-08-2023,76.60870
29-08-2023,76.42080
28-08-2023,76.18040
25-08-2023,75.86140
24-08-2023,76.18120
23-08-2023,76.11600
22-08-2023,75.45610
21-08-2023,75.26810
18-08-2023,74.85930
17-08-2023,74.83970
16-08-2023,74.79640
14-08-2023,74.81230
11-08-2023,74.99410
10-08-2023,75.20060
09-08-2023,75.48890
08-08-2023,75.33870
07-08-2023,75.26100
04-08-2023,75.14630
03-08-2023,74.79260
02-08-2023,75.10630
01-08-2023,75.88630
31-07-2023,75.73580
28-07-2023,75.06350
27-07-2023,75.11860
26-07-2023,75.36620
25-07-2023,75.32460
24-07-2023,75.05490
21-07-2023,74.67710
20-07-2023,75.41230
19-07-2023,75.21640
18-07-2023,74.60430
17-07-2023,74.65870
14-07-2023,74.19880
13-07-2023,73.77410
12-07-2023,73.90830
11-07-2023,73.71120
10-07-2023,73.28080
07-07-2023,73.60120
06-07-2023,73.78940
05-07-2023,73.39390
04-07-2023,73.18830
03-07-2023,73.08310
30-06-2023,72.73010
28-06-2023,72.00220
27-06-2023,71.53260
26-06-2023,71.10410
23-06-2023,70.89330
22-06-2023,71.33840
21-06-2023,71.75910
20-06-2023,71.76650
19-06-2023,71.75780
16-06-2023,71.92820
15-06-2023,71.35630
14-06-2023,71.22280
13-06-2023,71.24560
12-06-2023,70.80740
09-06-2023,70.76130
08-06-2023,70.73370
07-06-2023,71.33680
06-06-2023,70.82360
05-06-2023,70.69260
02-06-2023,70.38690
01-06-2023,70.13610
31-05-2023,70.11100
30-05-2023,70.08010
29-05-2023,69.88760
26-05-2023,69.91340
25-05-2023,69.37850
24-05-2023,69.05980
23-05-2023,69.10340
22-05-2023,69.10210
19-05-2023,68.84300
18-05-2023,68.60550
17-05-2023,68.73460
16-05-2023,68.81080
15-05-2023,68.72850
12-05-2023,68.40030
11-05-2023,68.09990
10-05-2023,67.86770
09-05-2023,67.80520
08-05-2023,67.99000
05-05-2023,67.04470
04-05-2023,67.52550
03-05-2023,66.92380
02-05-2023,66.80950
28-04-2023,66.40840
27-04-2023,66.13640
26-04-2023,65.76660
25-04-2023,65.44350
24-04-2023,65.47980
21-04-2023,65.06620
20-04-2023,65.13280
19-04-2023,64.79980
18-04-2023,65.00260
17-04-2023,65.10270
13-04-2023,65.43760
12-04-2023,65.22560
11-04-2023,64.94220
10-04-2023,64.50790
06-04-2023,64.42680
05-04-2023,64.31060
03-04-2023,63.90360
31-03-2023,63.87760
29-03-2023,62.95110
28-03-2023,62.14640
27-03-2023,62.07980
24-03-2023,62.52030
23-03-2023,62.98690
22-03-2023,63.07580
21-03-2023,62.89940
20-03-2023,62.56180
17-03-2023,63.00870
16-03-2023,62.40130
15-03-2023,62.59800
14-03-2023,62.53090
13-03-2023,62.91620
10-03-2023,64.21770
09-03-2023,64.70910
08-03-2023,65.08590
06-03-2023,64.82580
03-03-2023,64.42860
02-03-2023,63.95730
01-03-2023,64.53430
28-02-2023,63.85870
27-02-2023,63.82430
24-02-2023,64.38540
23-02-2023,64.55340
22-02-2023,64.55550
21-02-2023,65.34490
20-02-2023,65.63170
17-02-2023,65.99410
16-02-2023,66.18940
15-02-2023,65.69560
14-02-2023,65.35470
13-02-2023,65.19480
10-02-2023,65.91310
09-02-2023,65.56400
08-02-2023,65.38240
07-02-2023,65.05130
06-02-2023,64.97580
03-02-2023,64.96600
02-02-2023,64.53220
01-02-2023,64.17120
31-01-2023,64.11990
30-01-2023,63.09930
27-01-2023,62.96700
25-01-2023,63.90280
24-01-2023,64.60720
23-01-2023,64.71490
20-01-2023,64.64510
19-01-2023,64.89590
18-01-2023,64.99140
17-01-2023,64.82870
16-01-2023,64.67780
13-01-2023,65.10960
12-01-2023,64.89600
11-01-2023,64.80660
10-01-2023,64.97070
09-01-2023,65.32570
06-01-2023,64.71080
05-01-2023,65.20540
04-01-2023,65.55460
03-01-2023,66.15490
02-01-2023,66.00910
30-12-2022,65.66270
29-12-2022,65.61350
28-12-2022,65.44290
27-12-2022,65.28870
26-12-2022,64.80950
23-12-2022,63.43400
22-12-2022,65.05840
21-12-2022,65.89920
20-12-2022,67.01600
19-12-2022,67.19240
16-12-2022,66.56640
15-12-2022,67.44010
14-12-2022,67.99930
13-12-2022,67.79550
12-12-2022,67.25320
09-12-2022,67.21740
08-12-2022,67.68460
07-12-2022,67.29270
06-12-2022,67.43640
05-12-2022,67.73910
02-12-2022,67.75590
01-12-2022,67.96810
30-11-2022,67.71210
29-11-2022,67.27810
28-11-2022,67.39850
25-11-2022,67.19040
24-11-2022,66.98310
23-11-2022,66.62370
22-11-2022,66.24910
21-11-2022,66.16570
18-11-2022,66.21810
17-11-2022,66.69060
16-11-2022,66.78300
15-11-2022,66.95170
14-11-2022,66.39770
11-11-2022,66.54710
10-11-2022,65.99600
09-11-2022,66.74520
07-11-2022,67.01980
04-11-2022,66.82570
03-11-2022,67.13530
02-11-2022,67.18050
01-11-2022,67.58750
31-10-2022,67.41650
28-10-2022,66.79600
27-10-2022,67.15500
25-10-2022,67.05800
21-10-2022,66.72160
20-10-2022,66.81090
19-10-2022,66.73310
18-10-2022,66.69450
17-10-2022,66.08750
14-10-2022,65.76150
13-10-2022,65.58470
12-10-2022,66.07230
11-10-2022,65.71030
10-10-2022,66.55870
07-10-2022,66.92420
06-10-2022,66.77280
04-10-2022,66.32250
03-10-2022,65.09980
30-09-2022,65.66410
29-09-2022,64.64360
28-09-2022,64.38610
27-09-2022,64.62480
26-09-2022,64.46020
23-09-2022,66.01870
22-09-2022,67.38010
21-09-2022,67.14330
20-09-2022,67.43020
19-09-2022,66.56730
16-09-2022,66.37950
15-09-2022,67.81640
14-09-2022,67.95640
13-09-2022,68.17890
12-09-2022,67.88000
09-09-2022,67.45960
08-09-2022,67.38430
07-09-2022,66.70870
06-09-2022,66.70580
05-09-2022,66.76740
02-09-2022,66.49410
01-09-2022,66.52590
30-08-2022,66.65540
29-08-2022,65.25470
26-08-2022,66.01370
25-08-2022,65.84020
24-08-2022,65.99370
23-08-2022,65.69150
22-08-2022,65.32760
19-08-2022,66.36090
18-08-2022,67.17160
17-08-2022,67.15690
16-08-2022,66.87330
12-08-2022,66.42490
11-08-2022,66.15900
10-08-2022,65.60880
08-08-2022,65.41460
05-08-2022,65.05910
04-08-2022,64.80940
03-08-2022,64.91850
02-08-2022,64.94590
01-08-2022,64.74230
29-07-2022,64.09670
28-07-2022,63.49930
27-07-2022,62.91210
26-07-2022,62.37390
25-07-2022,63.21630
22-07-2022,63.26060
21-07-2022,62.89180
20-07-2022,62.37100
19-07-2022,62.01160
18-07-2022,61.73920
15-07-2022,60.84670
14-07-2022,60.42180
13-07-2022,60.50990
12-07-2022,60.69980
11-07-2022,61.32860
08-07-2022,61.42610
07-07-2022,61.19790
06-07-2022,60.60080
05-07-2022,59.70440
04-07-2022,59.83030
01-07-2022,59.19340
30-06-2022,58.89550
29-06-2022,58.96140
28-06-2022,59.27870
27-06-2022,59.28390
24-06-2022,58.71550
23-06-2022,58.14980
22-06-2022,57.43310
21-06-2022,57.97810
20-06-2022,56.83620
17-06-2022,56.91740
16-06-2022,57.44180
15-06-2022,58.77980
14-06-2022,58.76050
13-06-2022,58.80270
10-06-2022,60.30750
09-06-2022,61.03000
08-06-2022,60.68770
07-06-2022,60.88620
06-06-2022,61.64940
03-06-2022,61.80060
02-06-2022,62.10700
01-06-2022,61.95960
31-05-2022,62.02440
30-05-2022,62.05690
27-05-2022,60.92770
26-05-2022,60.20370
25-05-2022,59.42570
24-05-2022,60.14910
23-05-2022,60.42800
20-05-2022,60.33550
19-05-2022,59.05940
18-05-2022,60.64970
17-05-2022,60.68850
16-05-2022,59.27330
13-05-2022,59.00030
12-05-2022,59.07550
11-05-2022,60.19550
10-05-2022,60.42030
09-05-2022,60.99890
06-05-2022,61.54540
05-05-2022,62.43860
04-05-2022,62.15520
02-05-2022,63.34740
29-04-2022,63.62470
28-04-2022,64.07090
27-04-2022,63.21590
26-04-2022,63.63330
25-04-2022,63.19370
22-04-2022,63.78130
21-04-2022,64.40670
20-04-2022,63.57550
19-04-2022,63.13500
18-04-2022,64.16080
13-04-2022,65.39560
12-04-2022,65.60730
11-04-2022,66.18150
08-04-2022,66.32870
07-04-2022,65.93150
06-04-2022,66.24410
05-04-2022,66.57000
04-04-2022,66.65040
01-04-2022,65.42430
31-03-2022,64.79570
30-03-2022,64.62390
29-03-2022,63.95990
28-03-2022,63.53010
25-03-2022,63.60600
24-03-2022,63.78860
23-03-2022,64.00330
22-03-2022,64.17940
21-03-2022,63.87030
17-03-2022,64.33160
16-03-2022,63.38480
15-03-2022,62.38040
14-03-2022,62.93590
11-03-2022,62.16810
10-03-2022,62.11310
09-03-2022,61.33950
08-03-2022,60.49300
07-03-2022,59.89870
04-03-2022,61.23590
03-03-2022,62.36810
02-03-2022,62.77510
28-02-2022,63.42020
25-02-2022,63.23130
24-02-2022,61.39230
23-02-2022,64.45710
22-02-2022,64.30810
21-02-2022,64.90260
18-02-2022,65.45440
17-02-2022,65.59530
16-02-2022,65.76750
15-02-2022,65.86230
14-02-2022,64.19580
11-02-2022,66.27990
10-02-2022,67.29670
09-02-2022,67.08720
08-02-2022,66.44060
07-02-2022,66.64880
04-02-2022,67.53850
03-02-2022,67.89510
02-02-2022,68.40230
01-02-2022,67.66810
31-01-2022,66.87750
28-01-2022,66.24420
27-01-2022,66.17980
25-01-2022,66.76920
24-01-2022,66.27820
21-01-2022,68.23860
20-01-2022,68.83640
19-01-2022,69.22770
18-01-2022,69.60910
17-01-2022,70.47530
14-01-2022,70.46320
13-01-2022,70.55010
12-01-2022,70.34550
11-01-2022,69.95630
10-01-2022,69.77440
07-01-2022,69.17400
06-01-2022,68.63770
05-01-2022,69.10900
04-01-2022,68.87790
03-01-2022,68.22900
31-12-2021,67.39870
30-12-2021,66.86570
29-12-2021,66.87240
28-12-2021,66.62670
27-12-2021,66.08730
24-12-2021,65.80810
23-12-2021,66.19160
22-12-2021,65.64260
21-12-2021,65.03570
20-12-2021,64.31830
17-12-2021,65.87820
16-12-2021,66.89100
15-12-2021,67.09030
14-12-2021,67.52390
13-12-2021,67.47460
10-12-2021,67.55030
09-12-2021,67.39800
08-12-2021,67.39580
07-12-2021,66.38840
06-12-2021,65.40320
03-12-2021,66.55480
02-12-2021,67.06920
01-12-2021,66.36830
30-11-2021,65.99180
29-11-2021,65.64790
26-11-2021,65.89780
25-11-2021,67.44700
24-11-2021,67.38040
23-11-2021,67.52630
22-11-2021,66.93890
18-11-2021,68.18950
17-11-2021,68.97120
16-11-2021,69.34960
15-11-2021,69.64750
12-11-2021,69.60730
11-11-2021,69.10390
10-11-2021,69.52630
09-11-2021,69.74690
08-11-2021,69.71220
03-11-2021,68.82040
02-11-2021,69.16940
01-11-2021,68.55600
29-10-2021,67.42420
28-10-2021,67.75420
27-10-2021,69.12040
26-10-2021,68.68750
25-10-2021,68.13980
22-10-2021,68.20410
21-10-2021,68.53060
20-10-2021,68.80810
19-10-2021,68.97040
18-10-2021,69.40780
14-10-2021,68.84470
13-10-2021,68.55000
12-10-2021,68.22230
11-10-2021,68.11960
08-10-2021,68.10820
07-10-2021,67.86420
06-10-2021,67.14160
05-10-2021,67.69660
04-10-2021,67.19910
01-10-2021,66.63710
30-09-2021,66.95600
29-09-2021,67.10520
28-09-2021,67.24030
27-09-2021,67.82440
24-09-2021,67.96000
23-09-2021,67.86060
22-09-2021,67.13210
21-09-2021,67.12640
20-09-2021,66.76590
17-09-2021,67.62150
16-09-2021,68.07870
15-09-2021,67.89170
14-09-2021,67.35790
13-09-2021,67.21820
09-09-2021,67.08810
08-09-2021,66.90270
07-09-2021,66.78460
06-09-2021,66.97810
03-09-2021,66.94260
02-09-2021,66.80410
01-09-2021,66.14780
31-08-2021,66.20600
30-08-2021,65.50390
27-08-2021,64.71310
26-08-2021,64.57300
25-08-2021,64.66710
24-08-2021,64.61350
23-08-2021,64.20190
20-08-2021,64.32450
18-08-2021,64.89670
17-08-2021,65.01370
16-08-2021,64.73380
13-08-2021,64.89340
12-08-2021,64.33160
11-08-2021,63.64420
10-08-2021,63.89660
09-08-2021,63.97460
06-08-2021,64.00190
05-08-2021,64.05690
04-08-2021,64.06400
03-08-2021,63.90240
02-08-2021,63.19080
30-07-2021,62.76240
29-07-2021,62.57010
28-07-2021,62.28690
27-07-2021,62.43330
26-07-2021,62.67450
23-07-2021,62.58510
22-07-2021,62.42420
20-07-2021,61.79090
19-07-2021,62.18310
16-07-2021,62.52260
15-07-2021,62.58790
14-07-2021,62.43920
13-07-2021,62.27860
12-07-2021,61.93260
09-07-2021,61.99160
08-07-2021,62.09850
07-07-2021,62.48640
06-07-2021,62.35590
05-07-2021,62.39660
02-07-2021,62.08130
01-07-2021,61.93380
30-06-2021,61.94220
29-06-2021,61.95960
28-06-2021,62.17710
25-06-2021,62.15240
24-06-2021,61.83080
23-06-2021,61.21780
22-06-2021,61.47790
21-06-2021,61.36380
18-06-2021,61.10670
17-06-2021,61.13020
16-06-2021,61.24610
15-06-2021,61.40520
14-06-2021,60.95830
11-06-2021,61.05320
10-06-2021,60.92420
09-06-2021,60.54090
08-06-2021,60.66640
07-06-2021,60.63250
04-06-2021,60.33460
03-06-2021,60.39720
02-06-2021,59.95070
01-06-2021,60.04730
31-05-2021,60.25250
28-05-2021,59.55620
27-05-2021,59.49270
26-05-2021,59.38070
25-05-2021,58.98300
24-05-2021,58.58500
21-05-2021,58.38380
20-05-2021,57.45160
