date,nav
20-09-2024,1007.64000
19-09-2024,1000.72000
18-09-2024,998.38000
17-09-2024,1001.92000
16-09-2024,1004.26000
13-09-2024,1004.49000
12-09-2024,1002.64000
11-09-2024,990.99000
10-09-2024,995.16000
09-09-2024,992.16000
06-09-2024,992.30000
05-09-2024,999.74000
04-09-2024,996.81000
03-09-2024,996.88000
02-09-2024,993.93000
30-08-2024,989.23000
29-08-2024,982.50000
28-08-2024,982.11000
27-08-2024,982.52000
26-08-2024,977.01000
23-08-2024,970.21000
22-08-2024,969.58000
21-08-2024,965.00000
20-08-2024,958.75000
19-08-2024,952.89000
16-08-2024,951.18000
14-08-2024,938.58000
13-08-2024,941.44000
12-08-2024,951.34000
09-08-2024,951.70000
08-08-2024,945.45000
07-08-2024,951.45000
06-08-2024,937.37000
05-08-2024,939.11000
02-08-2024,962.75000
01-08-2024,972.04000
31-07-2024,974.26000
30-07-2024,969.00000
29-07-2024,962.77000
26-07-2024,960.49000
25-07-2024,948.87000
24-07-2024,948.23000
23-07-2024,944.93000
22-07-2024,945.70000
19-07-2024,940.49000
18-07-2024,953.34000
16-07-2024,952.92000
15-07-2024,951.09000
12-07-2024,946.42000
11-07-2024,943.62000
10-07-2024,942.16000
09-07-2024,942.52000
08-07-2024,936.28000
05-07-2024,935.69000
04-07-2024,931.03000
03-07-2024,929.74000
02-07-2024,924.36000
01-07-2024,924.78000
28-06-2024,920.15000
27-06-2024,921.78000
26-06-2024,918.91000
25-06-2024,916.95000
24-06-2024,915.16000
21-06-2024,913.22000
20-06-2024,915.60000
19-06-2024,912.92000
18-06-2024,917.39000
14-06-2024,914.07000
13-06-2024,910.29000
12-06-2024,907.10000
11-06-2024,903.98000
10-06-2024,901.93000
07-06-2024,896.98000
06-06-2024,882.73000
05-06-2024,871.86000
04-06-2024,842.69000
03-06-2024,888.99000
31-05-2024,867.77000
30-05-2024,868.09000
29-05-2024,876.70000
28-05-2024,882.11000
27-05-2024,883.77000
24-05-2024,886.32000
23-05-2024,885.82000
22-05-2024,878.86000
21-05-2024,876.71000
17-05-2024,874.30000
16-05-2024,869.31000
15-05-2024,861.44000
14-05-2024,858.57000
13-05-2024,854.58000
10-05-2024,849.69000
09-05-2024,844.29000
08-05-2024,857.49000
07-05-2024,850.95000
06-05-2024,858.06000
03-05-2024,859.73000
02-05-2024,864.25000
30-04-2024,861.06000
29-04-2024,861.16000
26-04-2024,857.82000
25-04-2024,857.40000
24-04-2024,850.65000
23-04-2024,846.74000
22-04-2024,844.03000
19-04-2024,837.88000
18-04-2024,836.44000
16-04-2024,839.28000
15-04-2024,840.24000
12-04-2024,849.20000
10-04-2024,856.10000
09-04-2024,851.57000
08-04-2024,851.30000
05-04-2024,845.95000
04-04-2024,842.77000
03-04-2024,841.48000
02-04-2024,840.69000
01-04-2024,837.50000
31-03-2024,829.44000
28-03-2024,829.53000
27-03-2024,824.14000
26-03-2024,821.87000
22-03-2024,818.47000
21-03-2024,813.28000
20-03-2024,802.14000
19-03-2024,799.70000
18-03-2024,806.29000
15-03-2024,805.34000
14-03-2024,809.12000
13-03-2024,799.43000
12-03-2024,820.44000
11-03-2024,823.92000
