date,nav
20-09-2024,91.52200
19-09-2024,91.53250
17-09-2024,91.34270
16-09-2024,91.41370
13-09-2024,91.17790
12-09-2024,91.07850
11-09-2024,90.94510
10-09-2024,90.74420
09-09-2024,90.66490
06-09-2024,90.59190
05-09-2024,90.64640
04-09-2024,90.62400
03-09-2024,90.44700
02-09-2024,90.31310
30-08-2024,90.34910
29-08-2024,90.37250
28-08-2024,90.38150
27-08-2024,90.39640
26-08-2024,90.49130
23-08-2024,90.48200
22-08-2024,90.52880
21-08-2024,90.52010
20-08-2024,90.48350
19-08-2024,90.24830
16-08-2024,89.98550
14-08-2024,89.94510
13-08-2024,89.75320
12-08-2024,89.76220
09-08-2024,89.67300
08-08-2024,89.72350
07-08-2024,89.82690
06-08-2024,89.72500
05-08-2024,89.71910
02-08-2024,89.40070
01-08-2024,89.30820
31-07-2024,89.29530
30-07-2024,89.23820
29-07-2024,89.56620
26-07-2024,89.52250
25-07-2024,89.48030
24-07-2024,89.39130
23-07-2024,89.35080
22-07-2024,89.39370
19-07-2024,89.25870
18-07-2024,89.21040
16-07-2024,89.20580
15-07-2024,89.06690
12-07-2024,89.01570
11-07-2024,89.03610
10-07-2024,89.05750
09-07-2024,88.98360
08-07-2024,88.94520
05-07-2024,88.84280
04-07-2024,88.94410
03-07-2024,88.96270
02-07-2024,88.88640
01-07-2024,88.80000
30-06-2024,88.83270
28-06-2024,88.80400
27-06-2024,88.90900
26-06-2024,88.91510
25-06-2024,88.93140
24-06-2024,89.07260
21-06-2024,89.00270
20-06-2024,88.80980
19-06-2024,88.78060
18-06-2024,88.53820
14-06-2024,88.41260
13-06-2024,88.25940
12-06-2024,88.07630
11-06-2024,88.06340
10-06-2024,87.93930
07-06-2024,87.89450
06-06-2024,87.86740
05-06-2024,87.64260
04-06-2024,87.46640
03-06-2024,88.20790
31-05-2024,87.77420
30-05-2024,87.74030
29-05-2024,87.74100
28-05-2024,87.88100
27-05-2024,87.95620
24-05-2024,87.80240
22-05-2024,87.72760
21-05-2024,87.40030
17-05-2024,87.27360
16-05-2024,87.38710
15-05-2024,87.31730
14-05-2024,87.16390
13-05-2024,87.02280
10-05-2024,86.90650
09-05-2024,86.77740
08-05-2024,86.71670
07-05-2024,86.72410
06-05-2024,86.85820
03-05-2024,86.53080
02-05-2024,86.29090
30-04-2024,86.10910
29-04-2024,86.16300
26-04-2024,86.09990
25-04-2024,86.08510
24-04-2024,86.13270
23-04-2024,86.22040
22-04-2024,86.07380
19-04-2024,85.87610
18-04-2024,86.08350
16-04-2024,86.09880
15-04-2024,86.21630
12-04-2024,86.13100
10-04-2024,86.52100
08-04-2024,86.30550
05-04-2024,86.52730
04-04-2024,86.66060
03-04-2024,86.61940
02-04-2024,86.62080
31-03-2024,87.07410
28-03-2024,87.04770
27-03-2024,86.68140
26-03-2024,86.54000
22-03-2024,86.54350
21-03-2024,86.75950
20-03-2024,86.45110
19-03-2024,86.45020
18-03-2024,86.45690
15-03-2024,86.68280
14-03-2024,86.75650
13-03-2024,86.77380
12-03-2024,86.87740
11-03-2024,86.98440
07-03-2024,86.84050
06-03-2024,86.69450
05-03-2024,86.69800
04-03-2024,86.66350
01-03-2024,86.58110
29-02-2024,86.32740
28-02-2024,86.37600
27-02-2024,86.33910
26-02-2024,86.43720
23-02-2024,86.38060
22-02-2024,86.44340
21-02-2024,86.50650
20-02-2024,86.42650
16-02-2024,86.21860
15-02-2024,86.35640
14-02-2024,86.02190
13-02-2024,86.08320
12-02-2024,86.10610
09-02-2024,86.01500
08-02-2024,86.13880
07-02-2024,86.15190
06-02-2024,85.97440
05-02-2024,85.91320
02-02-2024,85.99440
01-02-2024,85.74470
31-01-2024,84.98190
30-01-2024,84.83670
29-01-2024,84.70710
25-01-2024,84.52900
24-01-2024,84.37960
23-01-2024,84.33720
19-01-2024,84.15830
18-01-2024,84.11240
17-01-2024,84.25360
16-01-2024,84.32360
15-01-2024,84.30960
12-01-2024,83.99870
11-01-2024,84.05430
10-01-2024,83.97010
09-01-2024,83.84380
08-01-2024,83.76430
05-01-2024,83.46130
04-01-2024,83.50940
03-01-2024,83.54740
02-01-2024,83.56560
01-01-2024,83.64470
31-12-2023,83.82610
29-12-2023,83.81440
28-12-2023,83.62820
27-12-2023,83.63930
26-12-2023,83.72340
22-12-2023,83.64020
21-12-2023,83.71720
20-12-2023,83.82500
19-12-2023,83.79450
18-12-2023,83.81180
15-12-2023,83.72680
14-12-2023,83.50840
13-12-2023,83.12410
12-12-2023,83.00060
11-12-2023,82.94410
08-12-2023,82.91550
07-12-2023,83.01650
06-12-2023,82.93100
05-12-2023,82.79200
04-12-2023,82.71540
01-12-2023,82.56290
30-11-2023,82.70250
29-11-2023,82.81000
28-11-2023,82.75060
24-11-2023,82.74670
23-11-2023,82.93930
22-11-2023,82.94670
21-11-2023,82.89890
