date,nav
21-10-2011,14.55000
20-10-2011,14.58000
19-10-2011,14.66000
18-10-2011,14.51000
17-10-2011,14.65000
14-10-2011,14.65000
13-10-2011,14.60000
12-10-2011,14.59000
11-10-2011,14.43000
10-10-2011,14.43000
07-10-2011,14.33000
05-10-2011,14.14000
04-10-2011,14.19000
03-10-2011,14.33000
30-09-2011,14.48000
29-09-2011,14.58000
28-09-2011,14.53000
27-09-2011,14.57000
26-09-2011,14.36000
23-09-2011,14.47000
22-09-2011,14.55000
21-09-2011,14.87000
20-09-2011,14.82000
19-09-2011,14.70000
16-09-2011,14.76000
15-09-2011,14.73000
14-09-2011,14.63000
13-09-2011,14.56000
12-09-2011,14.56000
09-09-2011,14.77000
08-09-2011,14.89000
07-09-2011,14.85000
06-09-2011,14.72000
05-09-2011,14.68000
02-09-2011,14.72000
30-08-2011,14.64000
29-08-2011,14.50000
26-08-2011,14.21000
25-08-2011,14.37000
24-08-2011,14.46000
23-08-2011,14.56000
22-08-2011,14.45000
19-08-2011,14.34000
18-08-2011,14.50000
17-08-2011,14.69000
16-08-2011,14.68000
12-08-2011,14.70000
11-08-2011,14.81000
10-08-2011,14.84000
09-08-2011,14.69000
08-08-2011,14.77000
05-08-2011,14.87000
04-08-2011,15.04000
03-08-2011,15.16000
02-08-2011,15.25000
01-08-2011,15.34000
29-07-2011,15.29000
28-07-2011,15.34000
27-07-2011,15.42000
26-07-2011,15.41000
25-07-2011,15.55000
22-07-2011,15.46000
21-07-2011,15.26000
20-07-2011,15.32000
19-07-2011,15.45000
18-07-2011,15.39000
15-07-2011,15.43000
14-07-2011,15.43000
13-07-2011,15.42000
12-07-2011,15.31000
11-07-2011,15.43000
08-07-2011,15.50000
07-07-2011,15.63000
06-07-2011,15.49000
05-07-2011,15.52000
04-07-2011,15.51000
01-07-2011,15.43000
30-06-2011,15.44000
29-06-2011,15.38000
28-06-2011,15.29000
27-06-2011,15.24000
24-06-2011,15.13000
23-06-2011,14.88000
22-06-2011,14.86000
21-06-2011,14.87000
20-06-2011,14.81000
17-06-2011,15.04000
16-06-2011,15.10000
15-06-2011,15.17000
14-06-2011,15.23000
13-06-2011,15.18000
10-06-2011,15.20000
09-06-2011,15.23000
08-06-2011,15.22000
07-06-2011,15.28000
06-06-2011,15.21000
03-06-2011,15.20000
02-06-2011,15.24000
01-06-2011,15.27000
31-05-2011,15.21000
30-05-2011,15.07000
27-05-2011,15.05000
26-05-2011,14.95000
25-05-2011,14.84000
24-05-2011,14.90000
23-05-2011,14.88000
20-05-2011,15.06000
19-05-2011,14.95000
18-05-2011,14.96000
17-05-2011,15.01000
16-05-2011,15.09000
13-05-2011,15.18000
12-05-2011,15.06000
11-05-2011,15.15000
10-05-2011,15.14000
09-05-2011,15.15000
06-05-2011,15.14000
05-05-2011,14.95000
04-05-2011,15.09000
03-05-2011,15.16000
02-05-2011,15.36000
29-04-2011,15.47000
28-04-2011,15.57000
27-04-2011,15.58000
26-04-2011,15.58000
25-04-2011,15.60000
21-04-2011,15.60000
20-04-2011,15.60000
19-04-2011,15.43000
18-04-2011,15.40000
15-04-2011,15.55000
13-04-2011,15.66000
11-04-2011,15.49000
08-04-2011,15.57000
07-04-2011,15.63000
06-04-2011,15.64000
05-04-2011,15.67000
04-04-2011,15.63000
01-04-2011,15.46000
31-03-2011,15.43000
30-03-2011,15.37000
29-03-2011,15.22000
28-03-2011,15.16000
25-03-2011,15.11000
24-03-2011,14.92000
23-03-2011,14.87000
22-03-2011,14.77000
21-03-2011,14.67000
18-03-2011,14.66000
17-03-2011,14.75000
16-03-2011,14.80000
15-03-2011,14.68000
14-03-2011,14.81000
11-03-2011,14.72000
10-03-2011,14.81000
09-03-2011,14.85000
08-03-2011,14.82000
07-03-2011,14.73000
04-03-2011,14.81000
03-03-2011,14.80000
01-03-2011,14.82000
28-02-2011,14.53000
25-02-2011,14.47000
24-02-2011,14.45000
23-02-2011,14.74000
22-02-2011,14.84000
21-02-2011,14.92000
18-02-2011,14.82000
17-02-2011,14.97000
16-02-2011,14.88000
15-02-2011,14.86000
14-02-2011,14.84000
11-02-2011,14.59000
10-02-2011,14.44000
09-02-2011,14.48000
08-02-2011,14.64000
07-02-2011,14.79000
04-02-2011,14.83000
03-02-2011,15.01000
02-02-2011,14.89000
01-02-2011,14.86000
31-01-2011,15.00000
28-01-2011,14.94000
27-01-2011,15.16000
25-01-2011,15.33000
24-01-2011,15.42000
21-01-2011,15.35000
20-01-2011,15.37000
19-01-2011,15.33000
18-01-2011,15.36000
17-01-2011,15.22000
14-01-2011,16.43000
13-01-2011,16.60000
12-01-2011,16.74000
11-01-2011,16.55000
10-01-2011,16.56000
07-01-2011,16.78000
06-01-2011,17.03000
05-01-2011,17.13000
04-01-2011,17.25000
03-01-2011,17.29000
31-12-2010,17.25000
30-12-2010,17.17000
29-12-2010,17.09000
28-12-2010,16.99000
27-12-2010,16.99000
24-12-2010,17.02000
23-12-2010,16.97000
22-12-2010,16.99000
21-12-2010,16.98000
20-12-2010,16.89000
16-12-2010,16.92000
15-12-2010,16.87000
14-12-2010,16.96000
13-12-2010,16.86000
10-12-2010,16.76000
09-12-2010,16.60000
08-12-2010,16.92000
07-12-2010,17.10000
06-12-2010,17.18000
03-12-2010,17.21000
02-12-2010,17.34000
01-12-2010,17.23000
30-11-2010,16.99000
29-11-2010,16.86000
26-11-2010,16.79000
25-11-2010,16.93000
24-11-2010,17.09000
23-11-2010,17.21000
22-11-2010,17.32000
19-11-2010,17.07000
18-11-2010,17.32000
16-11-2010,17.32000
15-11-2010,17.56000
12-11-2010,17.47000
11-11-2010,17.74000
10-11-2010,17.84000
09-11-2010,17.87000
08-11-2010,17.83000
04-11-2010,17.86000
03-11-2010,17.62000
02-11-2010,17.54000
01-11-2010,17.58000
29-10-2010,17.37000
28-10-2010,17.38000
27-10-2010,17.36000
26-10-2010,17.45000
25-10-2010,17.46000
22-10-2010,17.36000
21-10-2010,17.39000
20-10-2010,17.16000
19-10-2010,17.21000
18-10-2010,17.25000
15-10-2010,17.26000
14-10-2010,17.49000
13-10-2010,17.60000
12-10-2010,17.40000
11-10-2010,17.45000
08-10-2010,17.41000
07-10-2010,17.47000
06-10-2010,17.54000
05-10-2010,17.46000
04-10-2010,17.46000
01-10-2010,17.47000
30-09-2010,17.25000
29-09-2010,17.21000
28-09-2010,17.32000
27-09-2010,17.33000
24-09-2010,17.31000
23-09-2010,17.19000
22-09-2010,17.24000
21-09-2010,17.28000
20-09-2010,17.30000
17-09-2010,17.17000
16-09-2010,17.08000
15-09-2010,17.16000
14-09-2010,17.02000
13-09-2010,17.02000
09-09-2010,16.90000
08-09-2010,16.90000
07-09-2010,16.90000
06-09-2010,16.87000
03-09-2010,16.77000
02-09-2010,16.74000
01-09-2010,16.72000
31-08-2010,16.64000
30-08-2010,16.66000
27-08-2010,16.66000
26-08-2010,16.72000
25-08-2010,16.71000
24-08-2010,16.76000
23-08-2010,16.83000
20-08-2010,16.80000
19-08-2010,16.78000
18-08-2010,16.73000
17-08-2010,16.65000
16-08-2010,16.59000
13-08-2010,16.55000
12-08-2010,16.53000
11-08-2010,16.57000
10-08-2010,16.58000
09-08-2010,16.61000
06-08-2010,16.58000
05-08-2010,16.58000
04-08-2010,16.64000
03-08-2010,16.61000
02-08-2010,16.61000
30-07-2010,16.57000
29-07-2010,16.57000
28-07-2010,16.59000
27-07-2010,16.58000
26-07-2010,16.58000
23-07-2010,16.66000
22-07-2010,16.62000
21-07-2010,16.60000
20-07-2010,16.59000
19-07-2010,16.61000
16-07-2010,18.08000
15-07-2010,18.05000
14-07-2010,18.09000
13-07-2010,18.11000
12-07-2010,18.11000
09-07-2010,18.08000
08-07-2010,17.99000
07-07-2010,17.92000
06-07-2010,17.94000
05-07-2010,17.91000
02-07-2010,17.92000
01-07-2010,17.91000
30-06-2010,17.95000
29-06-2010,17.92000
28-06-2010,17.99000
25-06-2010,17.90000
24-06-2010,17.91000
23-06-2010,17.90000
22-06-2010,17.84000
21-06-2010,17.88000
18-06-2010,17.76000
17-06-2010,17.78000
16-06-2010,17.72000
15-06-2010,17.69000
14-06-2010,17.66000
11-06-2010,17.55000
10-06-2010,17.50000
09-06-2010,17.37000
08-06-2010,17.33000
07-06-2010,17.37000
04-06-2010,17.63000
03-06-2010,17.60000
02-06-2010,17.42000
01-06-2010,17.29000
31-05-2010,17.50000
28-05-2010,17.44000
27-05-2010,17.30000
26-05-2010,17.15000
25-05-2010,16.94000
24-05-2010,17.24000
21-05-2010,17.26000
20-05-2010,17.35000
19-05-2010,17.29000
18-05-2010,17.60000
17-05-2010,17.60000
14-05-2010,17.65000
13-05-2010,17.81000
12-05-2010,17.77000
11-05-2010,17.73000
10-05-2010,17.89000
07-05-2010,17.52000
06-05-2010,17.72000
05-05-2010,17.81000
04-05-2010,17.84000
03-05-2010,18.04000
30-04-2010,18.20000
29-04-2010,18.12000
28-04-2010,18.00000
27-04-2010,18.24000
26-04-2010,18.25000
23-04-2010,18.18000
22-04-2010,18.11000
21-04-2010,18.07000
20-04-2010,18.05000
19-04-2010,17.95000
16-04-2010,18.09000
15-04-2010,18.14000
13-04-2010,18.26000
12-04-2010,18.31000
09-04-2010,18.37000
08-04-2010,18.23000
07-04-2010,18.42000
06-04-2010,18.34000
05-04-2010,18.36000
01-04-2010,18.17000
31-03-2010,18.07000
30-03-2010,18.10000
29-03-2010,18.17000
26-03-2010,18.09000
25-03-2010,18.05000
23-03-2010,18.00000
22-03-2010,17.96000
19-03-2010,18.08000
18-03-2010,18.04000
17-03-2010,18.02000
16-03-2010,17.99000
15-03-2010,17.83000
12-03-2010,17.85000
11-03-2010,17.83000
10-03-2010,17.80000
09-03-2010,17.80000
08-03-2010,17.85000
05-03-2010,17.81000
04-03-2010,17.76000
03-03-2010,17.76000
02-03-2010,17.65000
26-02-2010,17.49000
25-02-2010,17.38000
24-02-2010,17.41000
23-02-2010,17.41000
22-02-2010,17.41000
19-02-2010,17.41000
18-02-2010,17.49000
17-02-2010,17.51000
16-02-2010,17.38000
15-02-2010,17.31000
11-02-2010,17.40000
10-02-2010,17.30000
09-02-2010,17.31000
08-02-2010,17.25000
05-02-2010,17.20000
04-02-2010,17.46000
03-02-2010,17.64000
02-02-2010,17.44000
01-02-2010,17.56000
29-01-2010,17.47000
28-01-2010,17.44000
27-01-2010,17.41000
25-01-2010,17.77000
22-01-2010,17.81000
21-01-2010,17.93000
20-01-2010,18.18000
19-01-2010,18.18000
18-01-2010,18.28000
15-01-2010,18.26000
14-01-2010,18.29000
13-01-2010,18.23000
12-01-2010,18.19000
11-01-2010,18.29000
08-01-2010,20.26000
07-01-2010,20.31000
06-01-2010,20.32000
05-01-2010,20.33000
04-01-2010,20.22000
31-12-2009,20.16000
30-12-2009,20.10000
29-12-2009,20.13000
24-12-2009,20.12000
23-12-2009,20.04000
22-12-2009,19.77000
21-12-2009,19.68000
18-12-2009,19.75000
17-12-2009,19.82000
16-12-2009,19.81000
15-12-2009,19.76000
14-12-2009,19.93000
11-12-2009,19.96000
10-12-2009,20.02000
09-12-2009,19.96000
08-12-2009,20.04000
07-12-2009,19.92000
04-12-2009,19.98000
03-12-2009,20.03000
02-12-2009,19.98000
01-12-2009,19.98000
30-11-2009,19.87000
27-11-2009,19.65000
26-11-2009,19.79000
25-11-2009,19.99000
24-11-2009,19.97000
23-11-2009,19.99000
20-11-2009,19.90000
19-11-2009,19.82000
18-11-2009,19.95000
17-11-2009,19.98000
16-11-2009,19.94000
13-11-2009,19.87000
12-11-2009,19.78000
11-11-2009,19.88000
10-11-2009,19.72000
09-11-2009,19.70000
06-11-2009,19.57000
05-11-2009,19.46000
04-11-2009,19.35000
03-11-2009,19.18000
30-10-2009,19.38000
29-10-2009,19.39000
28-10-2009,19.52000
27-10-2009,19.54000
26-10-2009,19.89000
23-10-2009,19.99000
22-10-2009,20.03000
21-10-2009,20.20000
20-10-2009,20.37000
16-10-2009,20.43000
15-10-2009,20.30000
14-10-2009,20.29000
12-10-2009,20.05000
09-10-2009,19.81000
08-10-2009,19.94000
07-10-2009,19.92000
06-10-2009,19.99000
05-10-2009,19.93000
01-10-2009,20.19000
30-09-2009,20.19000
29-09-2009,19.95000
25-09-2009,19.83000
24-09-2009,19.92000
23-09-2009,19.88000
22-09-2009,19.99000
18-09-2009,19.88000
17-09-2009,19.85000
16-09-2009,19.83000
15-09-2009,19.63000
14-09-2009,19.44000
11-09-2009,19.48000
10-09-2009,19.44000
09-09-2009,19.42000
08-09-2009,19.38000
07-09-2009,19.29000
