date,nav
20-09-2024,33.60020
19-09-2024,33.25020
18-09-2024,33.40870
17-09-2024,33.51440
16-09-2024,33.52790
13-09-2024,33.64080
12-09-2024,33.57810
11-09-2024,33.19720
10-09-2024,33.26070
09-09-2024,32.87230
06-09-2024,32.92060
05-09-2024,33.10050
04-09-2024,32.92820
03-09-2024,32.83880
02-09-2024,32.72710
30-08-2024,32.72080
29-08-2024,32.58660
28-08-2024,32.66790
27-08-2024,32.81320
26-08-2024,32.67300
23-08-2024,32.49130
22-08-2024,32.54880
21-08-2024,32.31570
20-08-2024,32.04740
19-08-2024,31.91330
16-08-2024,31.67370
14-08-2024,31.27590
13-08-2024,31.39330
12-08-2024,31.97530
09-08-2024,31.83350
08-08-2024,31.58440
07-08-2024,31.80370
06-08-2024,31.28440
05-08-2024,31.36160
02-08-2024,32.40840
01-08-2024,32.59530
31-07-2024,32.72410
30-07-2024,32.54700
29-07-2024,32.44160
26-07-2024,32.40030
25-07-2024,31.96740
24-07-2024,31.94030
23-07-2024,31.64730
22-07-2024,31.58530
19-07-2024,31.42230
18-07-2024,32.05630
16-07-2024,32.04480
15-07-2024,32.08260
12-07-2024,31.91580
11-07-2024,31.83800
10-07-2024,31.68800
09-07-2024,31.94150
08-07-2024,31.90380
05-07-2024,32.00620
04-07-2024,31.92640
03-07-2024,31.93440
02-07-2024,31.69630
01-07-2024,31.69990
28-06-2024,31.28430
27-06-2024,31.36400
26-06-2024,31.42610
25-06-2024,31.30540
24-06-2024,31.10460
21-06-2024,31.08590
20-06-2024,31.11230
19-06-2024,30.84840
18-06-2024,30.80340
14-06-2024,30.60300
13-06-2024,30.42910
12-06-2024,30.28890
11-06-2024,30.13890
10-06-2024,30.04570
07-06-2024,29.91860
06-06-2024,29.41230
05-06-2024,28.89650
04-06-2024,27.71390
03-06-2024,29.06600
31-05-2024,28.60200
30-05-2024,28.55330
29-05-2024,28.83340
28-05-2024,28.98330
27-05-2024,29.05080
24-05-2024,28.84280
23-05-2024,28.88850
22-05-2024,28.74460
21-05-2024,28.74200
17-05-2024,28.61240
16-05-2024,28.38240
15-05-2024,28.07380
14-05-2024,28.00620
13-05-2024,27.80120
10-05-2024,27.72670
09-05-2024,27.54160
08-05-2024,27.93150
07-05-2024,27.93940
06-05-2024,28.03340
03-05-2024,28.07790
02-05-2024,28.09290
30-04-2024,28.16270
29-04-2024,28.10040
26-04-2024,27.90160
25-04-2024,27.92650
24-04-2024,27.88770
23-04-2024,27.79080
22-04-2024,27.68310
19-04-2024,27.38800
18-04-2024,27.31040
16-04-2024,27.45000
15-04-2024,27.43060
12-04-2024,27.74390
10-04-2024,28.01430
09-04-2024,27.84060
08-04-2024,27.92150
05-04-2024,27.83870
04-04-2024,27.70110
03-04-2024,27.64910
02-04-2024,27.61550
01-04-2024,27.46020
31-03-2024,27.07610
28-03-2024,27.08050
