date,nav
01-06-2018,163.49000
31-05-2018,164.56000
30-05-2018,164.50000
29-05-2018,164.36000
28-05-2018,164.40000
25-05-2018,164.06000
24-05-2018,163.05000
23-05-2018,161.40000
22-05-2018,161.62000
21-05-2018,160.59000
18-05-2018,163.07000
17-05-2018,164.46000
16-05-2018,164.43000
15-05-2018,164.28000
14-05-2018,165.25000
11-05-2018,165.83000
10-05-2018,164.62000
09-05-2018,165.54000
08-05-2018,165.41000
07-05-2018,165.14000
04-05-2018,164.72000
03-05-2018,166.16000
02-05-2018,167.70000
30-04-2018,170.10000
27-04-2018,168.75000
26-04-2018,169.02000
25-04-2018,168.76000
24-04-2018,167.98000
23-04-2018,168.49000
20-04-2018,166.14000
19-04-2018,163.24000
18-04-2018,161.58000
17-04-2018,162.22000
16-04-2018,162.04000
13-04-2018,161.99000
12-04-2018,160.98000
11-04-2018,159.75000
10-04-2018,159.10000
09-04-2018,159.05000
06-04-2018,159.53000
05-04-2018,159.37000
04-04-2018,157.33000
03-04-2018,158.66000
02-04-2018,158.44000
28-03-2018,156.79000
27-03-2018,158.35000
26-03-2018,156.72000
23-03-2018,155.76000
22-03-2018,156.72000
21-03-2018,157.32000
20-03-2018,157.20000
19-03-2018,156.49000
16-03-2018,158.79000
15-03-2018,160.52000
14-03-2018,160.81000
13-03-2018,160.79000
12-03-2018,160.08000
09-03-2018,159.14000
08-03-2018,159.22000
07-03-2018,158.83000
06-03-2018,160.18000
05-03-2018,161.63000
01-03-2018,163.10000
28-02-2018,163.84000
27-02-2018,163.07000
26-02-2018,162.16000
23-02-2018,161.18000
22-02-2018,158.51000
21-02-2018,158.20000
20-02-2018,157.52000
19-02-2018,157.44000
16-02-2018,159.43000
15-02-2018,160.62000
14-02-2018,160.93000
12-02-2018,160.24000
09-02-2018,158.28000
08-02-2018,158.57000
07-02-2018,156.40000
06-02-2018,155.48000
05-02-2018,158.48000
02-02-2018,158.43000
01-02-2018,162.45000
31-01-2018,163.21000
30-01-2018,164.30000
29-01-2018,165.72000
25-01-2018,166.23000
24-01-2018,167.25000
23-01-2018,166.22000
22-01-2018,163.56000
19-01-2018,162.48000
18-01-2018,160.98000
17-01-2018,161.99000
16-01-2018,160.80000
15-01-2018,160.98000
12-01-2018,162.03000
11-01-2018,160.63000
10-01-2018,159.95000
09-01-2018,158.69000
08-01-2018,158.96000
05-01-2018,157.65000
04-01-2018,156.61000
03-01-2018,154.75000
02-01-2018,154.40000
01-01-2018,155.02000
29-12-2017,155.70000
28-12-2017,154.89000
27-12-2017,154.77000
26-12-2017,154.67000
22-12-2017,153.58000
21-12-2017,153.16000
20-12-2017,152.82000
19-12-2017,153.01000
18-12-2017,151.76000
15-12-2017,151.03000
14-12-2017,150.14000
13-12-2017,149.78000
12-12-2017,149.91000
11-12-2017,149.40000
08-12-2017,147.52000
07-12-2017,146.15000
06-12-2017,144.73000
05-12-2017,145.01000
04-12-2017,145.42000
01-12-2017,145.30000
30-11-2017,147.41000
29-11-2017,147.62000
28-11-2017,147.57000
27-11-2017,147.51000
24-11-2017,147.41000
23-11-2017,146.95000
22-11-2017,145.76000
21-11-2017,145.87000
20-11-2017,144.18000
17-11-2017,144.51000
