date,nav
20-09-2024,12.89580
19-09-2024,12.89870
17-09-2024,12.87640
16-09-2024,12.89010
13-09-2024,12.86180
12-09-2024,12.84940
11-09-2024,12.83380
10-09-2024,12.81240
09-09-2024,12.80610
06-09-2024,12.79920
05-09-2024,12.79970
04-09-2024,12.79700
03-09-2024,12.78430
02-09-2024,12.77690
30-08-2024,12.77930
29-08-2024,12.77850
28-08-2024,12.77650
27-08-2024,12.77380
26-08-2024,12.77900
23-08-2024,12.76750
22-08-2024,12.77040
21-08-2024,12.76820
20-08-2024,12.76480
19-08-2024,12.75330
16-08-2024,12.73930
14-08-2024,12.74130
13-08-2024,12.72090
12-08-2024,12.72010
09-08-2024,12.71600
08-08-2024,12.71570
07-08-2024,12.72340
06-08-2024,12.71350
05-08-2024,12.71560
02-08-2024,12.68560
01-08-2024,12.67350
31-07-2024,12.66760
30-07-2024,12.66230
29-07-2024,12.67450
26-07-2024,12.66030
25-07-2024,12.64860
24-07-2024,12.63470
23-07-2024,12.62760
22-07-2024,12.62360
19-07-2024,12.61840
18-07-2024,12.61440
16-07-2024,12.60850
15-07-2024,12.59360
12-07-2024,12.58240
11-07-2024,12.58320
10-07-2024,12.58450
09-07-2024,12.57400
08-07-2024,12.57140
05-07-2024,12.56110
04-07-2024,12.56190
03-07-2024,12.56170
02-07-2024,12.55220
01-07-2024,12.54740
28-06-2024,12.54470
27-06-2024,12.54670
26-06-2024,12.54490
25-06-2024,12.55090
24-06-2024,12.55830
21-06-2024,12.55210
20-06-2024,12.54090
19-06-2024,12.54030
18-06-2024,12.52850
14-06-2024,12.51910
13-06-2024,12.51590
12-06-2024,12.49490
11-06-2024,12.49240
10-06-2024,12.48030
07-06-2024,12.48200
06-06-2024,12.47980
05-06-2024,12.46040
04-06-2024,12.44110
03-06-2024,12.51430
31-05-2024,12.47450
30-05-2024,12.46570
29-05-2024,12.45990
28-05-2024,12.46840
27-05-2024,12.47850
24-05-2024,12.46720
22-05-2024,12.46010
21-05-2024,12.42980
17-05-2024,12.40880
16-05-2024,12.41980
15-05-2024,12.41010
14-05-2024,12.39140
13-05-2024,12.38210
10-05-2024,12.36850
09-05-2024,12.35700
08-05-2024,12.35040
07-05-2024,12.35400
06-05-2024,12.36940
03-05-2024,12.33260
02-05-2024,12.31700
30-04-2024,12.29160
29-04-2024,12.29300
26-04-2024,12.28610
25-04-2024,12.28020
24-04-2024,12.28850
23-04-2024,12.29790
22-04-2024,12.27920
19-04-2024,12.25150
18-04-2024,12.28100
16-04-2024,12.27070
15-04-2024,12.28450
12-04-2024,12.27430
10-04-2024,12.31990
08-04-2024,12.29000
05-04-2024,12.31590
04-04-2024,12.32480
03-04-2024,12.31680
02-04-2024,12.31220
31-03-2024,12.35020
28-03-2024,12.34660
27-03-2024,12.31530
26-03-2024,12.30110
22-03-2024,12.29910
21-03-2024,12.79940
20-03-2024,12.76860
19-03-2024,12.76730
18-03-2024,12.77050
15-03-2024,12.78670
14-03-2024,12.79550
13-03-2024,12.79580
12-03-2024,12.80390
11-03-2024,12.81130
07-03-2024,12.79210
06-03-2024,12.77600
05-03-2024,12.77190
04-03-2024,12.76510
01-03-2024,12.75950
29-02-2024,12.74410
28-02-2024,12.74900
27-02-2024,12.74500
26-02-2024,12.75030
23-02-2024,12.73620
22-02-2024,12.74360
21-02-2024,12.75140
20-02-2024,12.74020
16-02-2024,12.71160
15-02-2024,12.71690
14-02-2024,12.68710
13-02-2024,12.69640
12-02-2024,12.70190
09-02-2024,12.68860
08-02-2024,12.71260
07-02-2024,12.71300
06-02-2024,12.69760
05-02-2024,12.69270
02-02-2024,12.71220
01-02-2024,12.69020
31-01-2024,12.61700
30-01-2024,12.60570
29-01-2024,12.59960
25-01-2024,12.57970
24-01-2024,12.56860
23-01-2024,12.56700
19-01-2024,12.55270
18-01-2024,12.54910
17-01-2024,12.56030
16-01-2024,12.57100
15-01-2024,12.56830
12-01-2024,12.53620
11-01-2024,12.54080
10-01-2024,12.53150
09-01-2024,12.52080
08-01-2024,12.51280
05-01-2024,12.48530
04-01-2024,12.49420
03-01-2024,12.49500
02-01-2024,12.49650
01-01-2024,12.49880
29-12-2023,12.51790
28-12-2023,12.49280
27-12-2023,12.49420
26-12-2023,12.50320
22-12-2023,12.49420
21-12-2023,12.49860
20-12-2023,12.51180
19-12-2023,12.50820
18-12-2023,12.51150
15-12-2023,12.49930
14-12-2023,12.47370
13-12-2023,12.41930
12-12-2023,12.40530
11-12-2023,12.40030
08-12-2023,12.39970
07-12-2023,12.41430
06-12-2023,12.40610
05-12-2023,12.38830
04-12-2023,12.37860
01-12-2023,12.35470
30-11-2023,12.37090
29-11-2023,12.38600
28-11-2023,12.36870
24-11-2023,12.36750
23-11-2023,12.38620
22-11-2023,12.38160
21-11-2023,12.36810
20-11-2023,12.37910
17-11-2023,12.39880
16-11-2023,12.38810
15-11-2023,12.38770
13-11-2023,12.34170
10-11-2023,12.32280
09-11-2023,12.34910
08-11-2023,12.34430
07-11-2023,12.33200
06-11-2023,12.31740
03-11-2023,12.30300
02-11-2023,12.29390
01-11-2023,12.26850
31-10-2023,12.26860
30-10-2023,12.25590
27-10-2023,12.25950
26-10-2023,12.24490
25-10-2023,12.25990
23-10-2023,12.22920
20-10-2023,12.23550
19-10-2023,12.23110
18-10-2023,12.24030
17-10-2023,12.25340
16-10-2023,12.24440
13-10-2023,12.24750
12-10-2023,12.25090
11-10-2023,12.24950
10-10-2023,12.21540
09-10-2023,12.19770
06-10-2023,12.21880
05-10-2023,12.30280
04-10-2023,12.28490
03-10-2023,12.28920
29-09-2023,12.29780
27-09-2023,12.32180
26-09-2023,12.33240
25-09-2023,12.33230
22-09-2023,12.32600
21-09-2023,12.77840
20-09-2023,12.76990
18-09-2023,12.76010
15-09-2023,12.75140
14-09-2023,12.78210
13-09-2023,12.74440
12-09-2023,12.71580
11-09-2023,12.71400
08-09-2023,12.72960
07-09-2023,12.73840
06-09-2023,12.71680
05-09-2023,12.71990
04-09-2023,12.72360
01-09-2023,12.72870
31-08-2023,12.72630
30-08-2023,12.72030
29-08-2023,12.72230
28-08-2023,12.71710
25-08-2023,12.69570
24-08-2023,12.70000
23-08-2023,12.69550
22-08-2023,12.68080
21-08-2023,12.67980
18-08-2023,12.67400
17-08-2023,12.65460
14-08-2023,12.67370
11-08-2023,12.67360
10-08-2023,12.69610
09-08-2023,12.68470
08-08-2023,12.68270
07-08-2023,12.67370
04-08-2023,12.66730
03-08-2023,12.67050
02-08-2023,12.68420
01-08-2023,12.68400
31-07-2023,12.67290
28-07-2023,12.67350
27-07-2023,12.69020
26-07-2023,12.69800
25-07-2023,12.69190
24-07-2023,12.70510
21-07-2023,12.69180
20-07-2023,12.69480
19-07-2023,12.69670
18-07-2023,12.69880
17-07-2023,12.68680
14-07-2023,12.67360
13-07-2023,12.67710
12-07-2023,12.65350
11-07-2023,12.66230
10-07-2023,12.63390
07-07-2023,12.62390
06-07-2023,12.62880
05-07-2023,12.63860
04-07-2023,12.63530
03-07-2023,12.63640
30-06-2023,12.63190
28-06-2023,12.64770
27-06-2023,12.64180
26-06-2023,12.63690
23-06-2023,12.63000
22-06-2023,12.62440
21-06-2023,12.63470
20-06-2023,12.63790
19-06-2023,12.63920
16-06-2023,12.63930
15-06-2023,12.64070
14-06-2023,12.65120
13-06-2023,12.65310
12-06-2023,12.64930
09-06-2023,12.63670
08-06-2023,12.64210
07-06-2023,12.66060
06-06-2023,12.65970
05-06-2023,12.64960
02-06-2023,12.64570
01-06-2023,12.64440
31-05-2023,12.63700
30-05-2023,12.62100
29-05-2023,12.61400
26-05-2023,12.62040
25-05-2023,12.61880
24-05-2023,12.62410
23-05-2023,12.61450
